DATE,TIME,BLR1/1,BLR1/2,BLR2/1,BLR2/2,CONF1/1,CONF1/2,CONF2/1,CONF2/2,COMP1/1,COMP1/2,COMP2/1,COMP2/2,HTR1,HTR2,RT1,RT2,AT1,AT2,ST1,ST2,RH,HP 1/1,HP 1/2,HP 2/1,HP 2/2,LP 1/1,LP 1/2,LP 2/1,LP 2/2,BLR1/1 TOP,BLR1/2 TOP,BLR2/1 TOP,BLR2/2 TOP,CONF1/1 TOP,CONF1/2 TOP,CONF2/1 TOP,CONF2/2 TOP,HP 1/1 FAULT,HP 1/2 FAULT,HP 2/1 FAULT,HP 2/2 FAULT,LP 1/1 OK,LP 1/2 OK,LP 2/1 OK,LP 2/2 OK,OHP 1,OHP 2
"25/11/2011","00:19:50","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","OFF","23.7","29.2","31.0","21.9","27.2","58.5","00.9","00.9","16.9","46.7","01.8","01.9","17.4","48.0","02.4","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:19:51","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","OFF","23.7","29.2","31.0","21.9","27.1","59.1","00.9","00.9","19.6","47.6","01.6","01.6","16.9","47.7","01.8","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:19:53","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","OFF","23.7","29.2","30.9","22.3","27.1","56.3","00.9","00.9","17.5","47.4","04.5","04.5","16.2","47.5","04.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:19:54","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","OFF","23.7","29.2","29.0","22.2","27.1","57.5","02.8","02.8","17.0","47.3","03.5","06.0","15.9","47.4","03.3","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:19:55","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","OFF","23.7","29.2","29.5","22.1","27.1","58.3","02.3","02.3","16.5","47.2","02.8","04.7","15.8","47.4","02.7","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:19:56","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","OFF","23.7","29.2","29.3","22.1","27.1","59.0","02.0","02.0","16.2","47.3","02.4","03.7","15.6","47.3","01.9","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:19:57","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","29.2","29.8","22.0","27.0","59.4","01.9","01.9","15.9","47.3","01.4","04.2","15.6","47.4","01.7","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:19:58","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.7","29.1","30.2","22.0","27.0","59.8","01.7","01.7","15.8","47.3","01.3","03.3","15.5","47.3","01.5","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:19:59","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.7","29.1","30.5","22.0","27.0","60.2","01.5","01.5","15.7","48.0","01.2","02.7","15.5","47.4","03.3","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:00","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.7","29.1","30.6","22.0","27.0","60.4","01.4","01.4","15.6","47.9","01.1","02.0","15.5","47.4","04.0","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:01","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.7","29.1","30.8","22.0","27.0","60.4","01.3","01.3","17.0","47.6","01.1","03.6","15.5","47.3","03.2","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:02","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","28.9","30.9","22.0","27.0","60.4","01.2","01.2","16.5","48.1","01.1","02.9","15.4","47.3","03.8","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:03","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.9","30.9","22.0","27.0","59.8","01.1","01.1","15.9","48.1","01.0","02.4","15.4","47.3","03.0","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:04","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.9","31.0","22.0","27.0","60.2","03.6","03.6","15.7","47.9","00.9","01.9","15.4","47.3","02.4","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:05","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.9","31.0","22.0","27.0","60.4","02.9","02.9","15.6","48.0","03.4","01.7","15.4","47.4","02.0","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:06","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","29.0","31.0","22.0","27.0","60.4","02.4","02.4","17.9","47.8","02.8","01.5","14.6","47.3","01.8","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:07","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","27.9","31.0","22.0","27.0","60.4","02.0","02.0","17.2","47.7","02.3","01.4","14.8","47.3","01.5","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:08","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.2","31.0","22.0","27.0","60.5","01.7","01.7","16.7","47.5","02.0","01.2","14.9","47.3","01.4","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:09","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.4","31.0","22.0","27.0","60.5","01.5","01.5","16.4","47.4","01.7","02.1","15.0","47.3","01.3","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:10","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.6","31.0","22.0","27.0","60.6","01.4","01.4","18.7","47.3","01.5","01.8","15.0","47.2","01.2","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:11","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.7","31.0","22.0","27.0","60.6","01.2","01.2","20.4","47.5","01.4","01.6","15.3","47.2","01.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:12","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.8","31.0","22.0","27.0","60.6","01.1","01.1","19.0","47.4","01.3","01.5","16.1","47.2","03.9","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:13","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","27.9","31.0","22.0","27.0","60.5","01.1","01.1","20.2","47.3","01.2","01.3","15.9","47.2","03.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:14","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","28.2","31.1","22.0","27.0","60.6","01.1","01.1","19.4","47.4","01.2","01.2","15.7","48.0","02.6","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:15","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","28.4","31.1","22.0","27.0","60.5","01.1","01.1","18.1","47.4","01.1","01.2","15.7","48.5","02.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:16","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.6","31.1","22.0","27.0","60.5","01.0","01.0","17.4","47.9","01.1","01.1","15.6","48.2","02.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:17","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","28.7","31.1","21.9","26.9","60.5","01.0","01.0","16.8","47.7","01.1","01.1","15.5","48.0","01.8","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:18","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","28.8","31.1","21.9","26.7","60.6","01.0","01.0","16.4","47.6","01.1","01.1","15.5","47.9","03.2","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:19","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.8","31.1","21.9","26.1","60.6","01.0","01.0","18.1","47.5","03.9","01.1","15.4","47.7","02.5","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:20","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.9","30.9","21.9","26.4","60.6","01.0","01.0","17.5","48.3","03.1","01.1","15.4","47.6","02.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:21","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","28.9","31.0","21.9","26.5","60.6","01.4","01.4","16.8","48.1","02.6","03.8","15.3","47.6","01.8","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:22","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","28.9","31.0","21.9","26.7","60.6","01.3","01.3","16.4","47.9","02.2","03.0","15.4","47.5","01.6","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:23","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","28.9","31.0","22.0","26.8","60.6","01.2","01.2","16.1","47.7","01.9","02.5","15.4","47.7","01.5","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:24","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","29.0","31.0","22.0","26.9","60.6","01.1","01.1","15.9","47.6","01.6","02.2","14.4","47.6","01.3","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:25","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","29.0","31.0","22.0","26.9","60.6","03.8","03.8","15.8","47.6","02.4","01.9","14.7","47.5","01.2","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:26","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","29.0","31.0","22.0","26.9","60.6","03.0","03.0","15.7","47.7","02.0","01.6","14.5","47.5","01.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:27","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.5","28.9","31.0","22.0","26.9","60.7","05.4","05.4","15.6","47.5","01.7","01.4","14.7","47.4","01.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:28","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.9","31.0","22.0","27.0","60.7","04.2","04.2","20.1","48.2","04.1","01.3","14.8","47.3","01.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:29","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.9","31.0","22.5","27.0","60.6","03.3","03.3","18.8","47.8","03.2","01.3","15.0","47.3","01.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:30","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.6","28.9","31.0","23.4","26.9","60.6","02.7","02.7","17.9","47.7","02.6","04.0","15.0","47.3","01.1","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:31","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","22.6","28.9","31.0","23.0","27.0","60.6","02.2","02.2","17.3","47.6","02.2","03.2","17.2","47.4","01.0","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:32","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","22.9","28.9","31.0","22.7","27.0","60.6","01.9","01.9","16.7","47.5","01.8","02.6","16.7","47.3","01.0","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:33","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.1","29.0","31.1","22.5","27.0","60.6","01.7","01.7","16.5","47.5","01.5","02.2","16.3","47.2","00.5","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:34","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.2","29.0","31.1","22.4","27.0","60.6","01.5","01.5","16.1","47.3","01.4","01.9","16.0","47.3","02.4","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:35","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.3","28.0","31.1","22.3","27.0","60.8","01.4","01.4","15.9","47.9","01.3","01.6","15.9","47.3","02.0","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:36","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","22.8","28.3","31.1","22.2","27.0","60.8","01.2","01.2","15.7","47.7","01.2","01.5","15.7","47.3","04.9","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:37","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.0","28.4","31.1","22.3","27.0","60.9","01.2","01.2","15.6","47.6","01.1","01.3","15.6","48.3","02.9","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:38","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.2","28.6","31.1","22.1","27.0","60.9","01.1","01.1","15.6","47.6","01.1","01.2","15.4","48.1","02.3","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:39","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.3","28.8","31.1","22.1","27.0","60.9","01.1","01.1","15.6","47.6","04.2","01.1","15.4","48.6","01.9","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:40","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","22.7","28.8","31.1","22.1","27.0","60.9","01.0","01.0","17.5","47.6","03.4","01.1","15.4","48.2","01.7","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:41","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","22.9","27.2","31.1","22.1","27.0","60.9","01.0","01.0","16.9","47.5","02.7","01.1","15.4","48.0","01.5","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:42","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.0","27.7","31.1","21.8","27.0","60.9","01.0","01.0","16.5","47.5","02.2","05.7","15.3","47.8","01.3","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
"25/11/2011","00:20:43","ON","OFF","ON","OFF","ON","ON","ON","ON","ON","ON","ON","ON","OFF","OFF","23.2","28.0","31.1","21.8","27.0","60.9","01.0","01.0","16.2","47.5","01.9","04.5","15.4","47.6","01.2","OK","N_OK","OK","N_OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK","OK"
